show_pfd guppi_58004_1929+19_0003_0001_PSR_1929+19.pfd -killsubs 17,21,27 -killparts 11,12,21,25,26,33,54,55
show_pfd guppi_58005_1929+19_0003_0001_PSR_1929+19.pfd -killsubs 40,47,52,73,79,83,88,91,123 -killparts 1,6,8,29,57
show_pfd guppi_58006_1929+19_0003_0001_PSR_1929+19.pfd -killsubs 23,31,35,38,40,63,76,84,88,89,92,99,100,103,106,110,111,112 -killparts 44,50
show_pfd guppi_58010_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 10,14,19,34,35,36,45,51,55,87,88,93,101,111,112,123 -killparts 14,16,19,20,39,40,45,48,51
show_pfd guppi_58014_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 9,17,23,24,26,27,28,29 -killparts 4,7,17,18,21,33,35,53,55
show_pfd guppi_58017_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 31,38,42,48,53,75,80,84,87,96,111,112 -killparts 4,16,24,32,43,45,49,57
show_pfd guppi_58022_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 11,28,29,30,36,37,44,45,75,46,78,99,104,108 -killparts 2,12,15,29,31,32,42
show_pfd guppi_58032_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 2,9:15,20,41,78,89,91,96,101,102,111,112 -killparts 3,6,10,11,15,20,40
show_pfd guppi_58008_1929+19_0003_0001_PSR_1929+19.pfd -killsubs 22,28,36,34,42,51,68,88,96,101,105,111,112,123 -killparts 5,11,18,27,40,44,53,54
show_pfd guppi_58004_1929+19_0003_0002_PSR_1929+19.pfd -killsubs 16,25,27,35,37,42,43,71,78,99 -killparts 4,16,23,25,29,34,39
show_pfd guppi_58101_1929+19_0002_0001_PSR_1929+19.pfd -killsubs 11,12,16,24,32,33,36,43,51,65,76,77,78,81,89,91,95,97,105,111,112,115,122,125 -killparts 1,16,20,25,32,37,51,57
show_pfd guppi_58101_1929+19_0002_0002_PSR_1929+19.pfd -killsubs 14,36,44,47,55,59,65,74,75,92,93,94,97:101,111,112,119,124 -killparts 2,3,17,31
